text,label
The 3D printer shall produce parts with as thin a layer thickness and as high a dimensional accuracy as possible.,1
The voice recognition system shall correctly transcribe spoken commands with an accuracy of at least 98% in a 65 dB noise environment.,0
The voice recognition system shall correctly transcribe spoken commands with as high an accuracy as possible.,1
The deep learning inference engine shall classify input images within 20 milliseconds on the target hardware.,0
The deep learning inference engine shall classify input images as quickly as practicable on the target hardware.,1
The chemical reactor shall maintain reaction temperature at 85Â°C Â±1Â°C throughout the batch cycle.,0
The chemical reactor shall maintain reaction temperature as close to 85Â°C as possible throughout the batch cycle.,1
The digital oscilloscope shall store a minimum of 100 million samples in acquisition memory.,0
The digital oscilloscope shall store as many samples as possible in acquisition memory.,1
The GPS-denied navigation system shall maintain position accuracy to within 10 meters over a 30-minute mission.,0
The GPS-denied navigation system shall maintain position accuracy to within as tight a bound as practicable over a 30-minute mission.,1
The cargo aircraft shall maintain a level flight altitude within Â±50 feet of the assigned flight level.,0
The cargo aircraft shall maintain a level flight altitude as close as possible to the assigned flight level.,1
